LCA,1995,0.2,0.3,13.0,0.1
VCT,1995,0.2,0.3,12.0,0.1
WSM,1995,0.55,0.5,29.0,0.35
SMR,1995,0.0,0.0,0.0,-0.01093691848899958
STP,1995,0.6,0.35,34.0,0.6
SAU,1995,1.0,1.0,76.0,1.0
SEN,1995,0.75,0.65,48.0,0.7
SRB,1995,0.0,0.0,0.0,-0.01093691848899958
SCG,1995,0.95,0.75,87.0,1.0
SYC,1995,0.8,0.7,57.0,0.8
SLE,1995,0.95,0.8,72.0,1.0
SGP,1995,0.9,0.8,65.0,0.9
SVK,1995,0.9,0.6,55.0,0.5
SVN,1995,0.6,0.55,37.0,0.2
SLB,1995,0.3,0.3,18.0,0.3
SOM,1995,0.0,0.0,0.0,-0.01093691848899958
SOM,1995,0.0,0.0,0.0,-0.01093691848899958
ZAF,1995,0.35,0.2,30.0,0.4
KOR,1995,0.8,0.35,28.0,0.15
SSD,1995,0.0,0.0,0.0,-0.01093691848899958
ESP,1995,0.3,0.55,23.0,0.1
LKA,1995,0.6,0.6,41.0,0.5
SDN,1995,1.0,1.0,76.0,1.0
SUR,1995,0.6,0.7,45.0,0.2
SWZ,1995,0.85,0.95,73.0,0.8
SWE,1995,0.1,0.2,10.0,0.2
CHE,1995,0.1,0.15,10.0,0.2
SYR,1995,1.0,1.0,75.0,1.0
TWN,1995,0.5,0.35,30.0,0.2
TJK,1995,1.0,1.0,93.0,1.0
TZA,1995,0.6,0.45,49.0,0.7
THA,1995,0.75,0.75,49.0,0.4
GMB,1995,0.9,0.2,63.0,1.0
TLS,1995,0.0,0.0,0.0,-0.01093691848899958
TGO,1995,1.0,1.0,67.0,0.8
TON,1995,0.6,0.8,37.0,0.3
TTO,1995,0.45,0.55,25.0,0.2
TUN,1995,0.95,0.9,64.0,0.9
TUR,1995,0.75,0.55,73.0,0.8
TKM,1995,1.0,1.0,84.0,1.0
TUV,1995,0.0,0.0,0.0,-0.01093691848899958
UGA,1995,0.65,0.6,38.0,0.4
UKR,1995,0.6,0.75,42.0,0.7
ARE,1995,0.95,0.9,77.0,1.0
GBR,1995,0.3,0.25,22.0,0.4
USA,1995,0.1,0.25,12.0,0.1
URY,1995,0.25,0.15,25.0,0.45
UZB,1995,1.0,1.0,79.0,1.0
VUT,1995,0.9,0.7,54.0,0.6
VEN,1995,0.75,0.5,49.0,0.7
